strategy,cost_bps,total_return,max_drawdown,months
inverse_forecast_vol,0,0.34386738771667114,-0.17068673399375323,12
inverse_forecast_vol,10,0.3412867672047195,-0.1709931396171166,12
inverse_forecast_vol,25,0.33742232404391737,-0.17145259720746753,12
inverse_forecast_vol,50,0.33099885546918695,-0.17221795771447812,12
equal_weight,0,0.39171752797747406,-0.1782429122168272,12
equal_weight,10,0.38971628247109535,-0.17830691341571026,12
equal_weight,25,0.3867171390578297,-0.17840290959563487,12
equal_weight,50,0.3817258264829875,-0.1785628882470418,12
